BusinessEntityID,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,BikeBuyer 
5220,M,75001-100000,M,5,0,Partial High School,Skilled Manual,0,2,0
5052,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,1
5287,M,50001-75000,M,2,2,Bachelors ,Skilled Manual,1,0,1
5288,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,0
4985,M,greater than 100000,M,1,2,Graduate Degree,Management,1,0,0
4350,M,greater than 100000,M,0,0,Graduate Degree,Management,1,3,1
4353,M,25001-50000,M,0,0,Bachelors ,Professional,1,0,1
5054,M,greater than 100000,M,2,3,Bachelors ,Management,0,4,0
5072,M,50001-75000,M,1,0,Partial College,Skilled Manual,0,1,1
5085,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,1
5086,M,50001-75000,M,2,0,High School,Professional,0,2,0
5104,M,25001-50000,M,0,0,Bachelors ,Professional,1,0,0
5121,M,50001-75000,M,3,1,High School,Professional,1,0,1
5122,M,50001-75000,M,2,2,Bachelors ,Skilled Manual,1,1,1
5135,M,50001-75000,M,4,1,Bachelors ,Management,1,1,0
5139,M,75001-100000,M,0,0,Bachelors ,Management,1,1,1
5154,M,50001-75000,M,3,1,High School,Professional,1,1,1
4367,M,25001-50000,M,0,0,Bachelors ,Clerical,0,0,1
5172,M,75001-100000,M,2,0,Partial College,Skilled Manual,1,2,1
5189,M,25001-50000,M,0,0,Bachelors ,Professional,0,1,0
5203,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,1
5204,M,50001-75000,M,0,0,Bachelors ,Professional,0,1,0
5221,M,75001-100000,M,3,4,Partial College,Professional,1,4,0
5236,M,25001-50000,M,0,0,High School,Manual,0,1,1
5239,M,50001-75000,M,5,5,Bachelors ,Professional,1,4,1
5254,M,greater than 100000,M,1,3,Partial College,Professional,1,4,1
5271,M,25001-50000,M,3,0,Bachelors ,Clerical,1,0,1
4998,M,75001-100000,M,4,1,High School,Professional,1,3,0
5016,M,25001-50000,M,3,3,Partial College,Clerical,1,2,0
4273,M,75001-100000,M,2,0,Bachelors ,Professional,1,0,1
4262,M,greater than 100000,M,4,5,High School,Professional,1,3,1
5041,M,75001-100000,M,4,3,Partial College,Professional,1,2,0
5048,M,0-25000,F,0,0,Bachelors ,Clerical,1,0,1
5059,M,50001-75000,M,2,2,Bachelors ,Professional,1,1,1
5066,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,0
5073,M,0-25000,M,4,0,High School,Skilled Manual,1,2,0
5098,M,25001-50000,M,0,0,Graduate Degree,Clerical,1,0,1
5109,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,1
5116,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,0
5123,M,50001-75000,M,5,0,Graduate Degree,Management,1,2,1
5134,M,25001-50000,M,0,0,High School,Skilled Manual,0,2,0
4212,M,75001-100000,M,5,0,Graduate Degree,Skilled Manual,0,0,0
5166,M,greater than 100000,M,5,3,Bachelors ,Management,1,0,0
5173,M,75001-100000,M,5,4,Partial College,Professional,1,2,0
5184,M,50001-75000,M,3,0,Graduate Degree,Professional,1,0,1
5191,M,50001-75000,M,2,0,High School,Professional,0,2,0
5209,M,50001-75000,M,3,2,Graduate Degree,Professional,1,0,1
5216,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,0
5223,M,50001-75000,M,3,2,Graduate Degree,Professional,1,0,1
4205,M,50001-75000,M,4,2,Bachelors ,Professional,1,2,0
4198,M,0-25000,M,2,0,Partial College,Manual,1,1,1
5248,M,25001-50000,M,3,3,Partial College,Clerical,1,0,0
5291,M,25001-50000,M,1,0,High School,Clerical,1,1,1
5150,M,75001-100000,M,0,0,Graduate Degree,Skilled Manual,0,0,0
5157,M,0-25000,M,2,0,Partial College,Manual,1,1,1
5168,M,50001-75000,M,5,5,Bachelors ,Professional,1,3,0
5182,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,1
5193,M,greater than 100000,M,0,1,Graduate Degree,Management,1,4,0
5200,M,50001-75000,M,0,0,Graduate Degree,Professional,1,0,0
5207,M,25001-50000,M,1,0,Bachelors ,Clerical,1,0,1
5218,M,25001-50000,M,1,0,High School,Clerical,1,1,0
5232,M,greater than 100000,M,1,3,Graduate Degree,Management,1,2,0
5243,M,75001-100000,M,4,2,Partial College,Professional,0,1,0
5268,M,50001-75000,M,2,2,Bachelors ,Skilled Manual,1,0,1
5293,M,75001-100000,M,2,3,Graduate Degree,Management,1,3,0
5300,M,25001-50000,M,2,2,Partial College,Clerical,1,0,1
5307,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,1,1
5350,M,0-25000,M,2,0,Partial College,Manual,0,1,1
5375,M,50001-75000,M,2,0,High School,Professional,0,2,0
5393,M,0-25000,M,0,0,Partial High School,Manual,0,2,0
5407,M,75001-100000,M,3,4,Bachelors ,Management,1,4,0
5432,M,0-25000,F,1,0,Partial College,Manual,1,0,1
5140,M,25001-50000,M,3,2,High School,Skilled Manual,1,2,0
5142,M,50001-75000,M,2,1,Partial High School,Skilled Manual,0,3,1
5167,M,50001-75000,M,5,1,High School,Professional,1,3,0
5174,M,50001-75000,M,2,1,Partial College,Professional,1,2,1
5176,M,greater than 100000,M,2,4,Partial College,Professional,1,2,1
5210,M,25001-50000,M,0,0,Partial College,Skilled Manual,1,1,0
5233,M,0-25000,M,0,0,Partial College,Manual,1,1,0
5235,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,0
5242,M,greater than 100000,M,1,3,Partial College,Professional,1,4,1
5267,M,25001-50000,M,5,5,Bachelors ,Skilled Manual,1,2,0
5276,M,50001-75000,M,2,0,High School,Professional,0,2,0
5299,M,75001-100000,M,4,3,Bachelors ,Management,1,0,0
5308,M,25001-50000,M,1,0,Partial College,Clerical,1,1,1
5333,M,75001-100000,M,3,5,Partial High School,Professional,1,0,1
5340,M,greater than 100000,M,0,1,Graduate Degree,Management,1,3,0
5258,M,50001-75000,M,2,1,High School,Professional,1,2,1
5260,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,0
5285,M,25001-50000,M,0,0,Graduate Degree,Clerical,1,0,1
5290,M,25001-50000,M,5,5,Partial College,Clerical,1,1,0
5315,M,50001-75000,M,0,0,Partial College,Skilled Manual,1,1,1
5317,M,0-25000,M,2,2,High School,Manual,1,2,0
5324,M,50001-75000,M,5,4,Graduate Degree,Professional,1,1,0
5326,M,25001-50000,M,3,0,Partial College,Professional,0,2,1
5351,M,0-25000,M,0,0,Partial College,Manual,0,1,0
5358,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,2,1
5360,M,75001-100000,M,1,0,Graduate Degree,Management,1,0,1
4815,M,75001-100000,M,5,0,Bachelors ,Management,1,2,0
4822,M,25001-50000,F,3,0,High School,Skilled Manual,0,2,1
4824,M,50001-75000,M,3,0,Graduate Degree,Professional,1,0,0
4881,M,50001-75000,M,2,0,Partial High School,Skilled Manual,1,2,0
5449,M,50001-75000,M,3,1,High School,Professional,0,1,1
5458,M,50001-75000,M,4,0,Bachelors ,Management,0,2,0
5483,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,1
5485,M,75001-100000,M,4,1,Partial College,Professional,1,2,1
5492,M,75001-100000,M,2,0,Bachelors ,Professional,1,1,0
5494,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,1
5519,M,50001-75000,M,4,3,Bachelors ,Professional,1,0,0
5526,M,25001-50000,M,2,0,Partial College,Clerical,1,2,1
5549,M,75001-100000,M,5,0,Bachelors ,Management,1,2,0
5558,M,75001-100000,M,2,0,High School,Skilled Manual,0,2,1
5560,M,25001-50000,M,0,0,Bachelors ,Professional,0,1,0
5147,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,1
5196,M,0-25000,M,1,1,Partial College,Manual,0,0,1
5179,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,0,1
5328,M,50001-75000,M,0,0,Partial College,Skilled Manual,1,2,1
5345,M,25001-50000,M,3,3,Bachelors ,Skilled Manual,1,3,0
5347,M,50001-75000,M,4,2,Bachelors ,Professional,1,2,0
5362,M,25001-50000,M,4,0,High School,Professional,0,2,0
5364,M,50001-75000,M,1,1,Graduate Degree,Skilled Manual,0,0,1
5164,M,greater than 100000,M,5,3,Partial College,Professional,1,4,0
5162,M,50001-75000,M,2,0,Graduate Degree,Management,0,1,1
5160,M,50001-75000,M,0,0,Graduate Degree,Skilled Manual,1,0,1
5313,M,50001-75000,M,4,2,Partial College,Professional,1,1,0
5311,M,50001-75000,M,0,0,Partial College,Professional,0,2,1
5498,M,25001-50000,M,3,0,Graduate Degree,Clerical,1,0,1
5294,M,greater than 100000,M,4,4,Partial College,Professional,0,4,1
5513,M,75001-100000,M,5,0,Partial High School,Skilled Manual,0,2,0
5515,M,75001-100000,M,1,0,Partial College,Skilled Manual,1,1,1
5528,M,75001-100000,M,1,1,Bachelors ,Management,1,3,1
5547,M,0-25000,M,0,0,Bachelors ,Clerical,1,0,0
5286,M,75001-100000,M,2,0,Graduate Degree,Professional,1,0,1
5289,M,0-25000,M,3,3,High School,Manual,1,1,1
5304,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,1
5321,M,greater than 100000,M,0,1,Graduate Degree,Management,1,3,0
5322,M,50001-75000,M,5,4,Partial College,Skilled Manual,1,3,0
4753,M,50001-75000,F,2,1,High School,Professional,1,2,0
4754,M,75001-100000,F,5,5,Graduate Degree,Management,1,3,0
4049,M,0-25000,M,2,0,Partial High School,Manual,0,2,1
4836,M,75001-100000,M,2,3,Partial College,Professional,1,4,0
4885,M,75001-100000,M,5,2,Partial College,Professional,1,0,0
4886,M,0-25000,F,2,1,Partial High School,Clerical,1,2,1
5439,M,greater than 100000,M,1,1,Graduate Degree,Management,1,4,0
5453,M,25001-50000,M,2,0,High School,Skilled Manual,0,2,1
5471,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,0
5503,M,50001-75000,M,1,1,Graduate Degree,Skilled Manual,1,0,1
5521,M,greater than 100000,M,0,5,Partial College,Management,1,3,1
5522,M,50001-75000,M,2,0,High School,Professional,1,2,0
5539,M,50001-75000,M,4,0,Graduate Degree,Skilled Manual,1,0,0
5540,M,greater than 100000,M,0,5,Bachelors ,Management,1,2,0
5553,M,75001-100000,M,5,4,Partial College,Professional,1,2,0
5554,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,1
5571,M,25001-50000,M,0,0,Graduate Degree,Clerical,1,0,1
5302,M,greater than 100000,M,1,3,High School,Professional,1,4,0
5323,M,greater than 100000,M,4,4,Bachelors ,Management,1,3,1
5327,M,0-25000,M,2,1,Partial High School,Clerical,1,2,0
5334,M,greater than 100000,M,0,5,Partial College,Management,1,3,1
5348,M,50001-75000,M,4,2,Partial College,Professional,1,1,0
5352,M,75001-100000,M,0,0,Graduate Degree,Skilled Manual,0,0,0
5359,M,50001-75000,M,2,1,Partial College,Professional,1,0,0
4391,M,greater than 100000,M,1,3,Bachelors ,Management,0,2,1
4673,M,75001-100000,M,0,0,Partial College,Professional,1,1,0
4809,M,75001-100000,M,2,0,High School,Skilled Manual,0,2,1
4816,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,0
4823,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,1
4830,M,25001-50000,M,3,0,Partial College,Professional,0,2,0
5452,M,75001-100000,M,4,4,Bachelors ,Management,1,1,0
5466,M,50001-75000,M,2,1,Partial College,Professional,1,1,1
5491,M,greater than 100000,M,2,4,Bachelors ,Management,1,2,0
5502,M,50001-75000,M,2,0,Graduate Degree,Professional,1,1,1
4948,M,25001-50000,F,2,0,High School,Skilled Manual,0,2,0
5516,M,50001-75000,M,2,1,Bachelors ,Management,1,0,1
5527,M,25001-50000,M,0,0,High School,Skilled Manual,0,2,1
5541,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,1,0
5552,M,greater than 100000,M,0,5,Partial High School,Management,1,4,1
5566,M,75001-100000,F,5,0,Partial College,Professional,1,2,0
5034,M,greater than 100000,M,2,2,Graduate Degree,Management,1,2,0
5195,M,50001-75000,M,0,0,Graduate Degree,Professional,1,0,0
5197,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,0
5329,M,0-25000,M,2,0,Partial High School,Manual,1,1,0
5363,M,0-25000,M,2,2,High School,Manual,1,0,1
5314,M,50001-75000,M,2,2,Bachelors ,Skilled Manual,1,1,1
5312,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,0,0
5297,M,50001-75000,M,4,0,Bachelors ,Management,1,2,0
5278,M,75001-100000,M,5,5,Bachelors ,Professional,1,4,0
5261,M,greater than 100000,M,3,4,Bachelors ,Management,1,3,1
5446,M,greater than 100000,M,1,2,Graduate Degree,Management,1,4,0
5461,M,50001-75000,M,2,1,Partial College,Professional,1,1,1
5463,M,25001-50000,M,2,1,High School,Professional,1,2,0
5480,M,25001-50000,M,0,0,Partial High School,Clerical,0,2,0
5497,M,25001-50000,M,4,0,High School,Professional,0,2,0
5514,M,75001-100000,M,2,0,Bachelors ,Professional,1,0,1
5529,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,0
5548,M,50001-75000,M,0,0,Partial College,Skilled Manual,1,2,1
5244,M,0-25000,M,2,1,Partial High School,Clerical,1,2,1
5231,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,1
5229,M,greater than 100000,M,0,0,Graduate Degree,Management,1,0,0
5227,M,50001-75000,M,5,0,Graduate Degree,Professional,1,0,1
5319,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,1
5320,M,25001-50000,M,0,0,Partial College,Skilled Manual,1,1,0
5337,M,75001-100000,M,3,4,Bachelors ,Management,1,3,0
5338,M,75001-100000,M,2,0,Bachelors ,Management,1,3,0
5356,M,75001-100000,M,3,0,Graduate Degree,Professional,0,0,1
5037,M,25001-50000,M,4,2,Bachelors ,Skilled Manual,1,2,0
5020,M,75001-100000,M,1,0,Graduate Degree,Management,1,0,1
5019,M,25001-50000,M,1,1,Partial College,Clerical,1,1,1
4988,M,25001-50000,F,0,0,Graduate Degree,Clerical,1,0,1
4987,M,50001-75000,F,5,2,Partial High School,Skilled Manual,1,2,1
5437,M,25001-50000,M,0,0,Graduate Degree,Clerical,1,0,1
5438,M,25001-50000,M,1,0,High School,Manual,1,1,0
5455,M,50001-75000,M,4,2,Bachelors ,Professional,1,2,1
5456,M,75001-100000,F,1,0,Graduate Degree,Management,0,0,1
5473,M,greater than 100000,M,3,4,Bachelors ,Management,1,4,1
5487,M,25001-50000,M,3,3,Partial College,Clerical,1,2,0
5505,M,50001-75000,F,5,0,Graduate Degree,Professional,1,0,1
5506,M,25001-50000,M,2,2,Bachelors ,Skilled Manual,1,0,1
5520,M,50001-75000,M,0,0,Partial College,Skilled Manual,0,2,1
5523,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,1
5537,M,0-25000,M,0,0,Partial High School,Manual,1,2,0
5570,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,1
5573,M,25001-50000,M,3,0,High School,Skilled Manual,0,2,1
4955,M,50001-75000,M,5,4,Partial College,Skilled Manual,0,2,0
4952,M,50001-75000,M,1,0,Partial College,Skilled Manual,0,1,1
5170,M,50001-75000,M,4,0,Bachelors ,Management,1,2,0
5444,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,1
5467,M,75001-100000,M,3,4,Partial College,Professional,1,4,0
5476,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,1
5499,M,0-25000,M,0,0,Bachelors ,Clerical,0,0,1
5501,M,50001-75000,M,0,0,Graduate Degree,Professional,1,0,0
5508,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,0
5542,M,25001-50000,M,3,0,High School,Skilled Manual,1,2,1
5544,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,1,1
5569,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,0
5576,M,50001-75000,M,5,5,Graduate Degree,Professional,1,3,0
5599,M,75001-100000,M,5,0,Partial College,Professional,0,2,0
5601,M,25001-50000,M,0,0,Graduate Degree,Clerical,1,0,1
5644,M,25001-50000,M,1,0,Bachelors ,Skilled Manual,1,1,1
5667,M,75001-100000,M,4,1,High School,Management,0,3,1
5674,M,25001-50000,M,3,0,Partial College,Clerical,0,2,1
5676,M,greater than 100000,M,1,1,Bachelors ,Management,1,4,0
5678,M,50001-75000,M,4,2,Bachelors ,Professional,1,2,1
5699,M,greater than 100000,M,2,0,Bachelors ,Management,1,4,1
5701,M,greater than 100000,M,3,4,High School,Professional,1,4,1
5703,M,0-25000,M,1,0,Graduate Degree,Clerical,1,0,0
5710,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,1
5450,M,50001-75000,M,5,5,Graduate Degree,Professional,1,3,0
5493,M,50001-75000,M,0,0,Partial College,Professional,0,2,0
5500,M,50001-75000,M,0,0,Partial College,Professional,1,2,0
5507,M,25001-50000,M,0,0,Bachelors ,Clerical,1,0,1
5550,M,50001-75000,M,4,2,Partial College,Professional,0,1,0
5561,M,50001-75000,M,2,1,Partial College,Professional,1,2,0
5568,M,25001-50000,M,1,0,Partial College,Clerical,1,1,0
5575,M,0-25000,M,1,1,Partial College,Manual,1,1,1
5582,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,1
5600,M,50001-75000,M,2,0,High School,Skilled Manual,0,2,1
5611,M,75001-100000,M,2,1,Partial College,Professional,1,1,0
5636,M,50001-75000,M,0,0,Graduate Degree,Skilled Manual,1,0,0
5650,M,75001-100000,M,0,0,Graduate Degree,Skilled Manual,1,0,1
5661,M,50001-75000,M,0,0,Graduate Degree,Professional,0,1,1
5668,M,50001-75000,M,5,0,Graduate Degree,Professional,1,0,0
5686,M,50001-75000,M,4,4,Bachelors ,Professional,0,2,0
5711,M,50001-75000,M,2,1,Partial College,Professional,1,1,0
5736,M,25001-50000,M,2,2,Bachelors ,Skilled Manual,1,0,1
5564,M,50001-75000,M,4,4,Bachelors ,Professional,1,3,0
5277,M,50001-75000,M,0,0,Graduate Degree,Professional,1,0,0
5247,M,25001-50000,M,3,0,Graduate Degree,Clerical,1,0,1
5245,M,25001-50000,M,3,3,Bachelors ,Skilled Manual,1,2,0
5230,M,greater than 100000,M,4,4,Partial College,Professional,1,4,1
5228,M,50001-75000,M,4,0,Graduate Degree,Professional,1,0,1
5645,M,25001-50000,M,0,0,Graduate Degree,Skilled Manual,1,0,1
5647,M,75001-100000,M,1,0,Graduate Degree,Management,1,0,1
5679,M,50001-75000,M,2,2,Bachelors ,Skilled Manual,1,1,0
5681,M,25001-50000,M,2,0,Bachelors ,Management,0,2,1
5698,M,50001-75000,M,5,4,Partial College,Skilled Manual,0,3,0
5713,M,75001-100000,M,5,5,Graduate Degree,Management,0,3,0
5730,M,25001-50000,M,1,0,Partial College,Clerical,1,1,0
5732,M,75001-100000,M,4,0,Graduate Degree,Management,1,2,0
5764,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,1
5781,M,75001-100000,F,3,3,Bachelors ,Skilled Manual,1,0,0
5796,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,1
5798,M,greater than 100000,F,0,0,Graduate Degree,Management,1,1,0
5830,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,1
5413,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,0
4968,M,75001-100000,M,4,3,Bachelors ,Management,1,0,0
5018,M,75001-100000,M,4,4,Graduate Degree,Management,0,1,0
4818,M,50001-75000,M,2,0,Partial High School,Skilled Manual,1,2,0
4821,M,50001-75000,M,1,0,Partial College,Skilled Manual,0,1,0
5640,M,greater than 100000,M,1,2,Bachelors ,Management,0,3,1
5653,M,25001-50000,M,4,0,High School,Professional,1,2,0
5657,M,greater than 100000,M,4,5,High School,Professional,1,3,1
5671,M,greater than 100000,F,3,4,High School,Professional,1,3,1
5689,M,50001-75000,M,2,1,High School,Professional,1,2,1
5704,M,25001-50000,M,2,0,Partial College,Clerical,1,1,1
5421,M,50001-75000,M,2,1,Partial College,Professional,1,2,0
5422,M,50001-75000,M,2,1,Partial College,Professional,1,2,0
5739,M,50001-75000,M,4,1,Bachelors ,Management,0,1,0
5771,M,greater than 100000,M,5,5,High School,Management,0,4,0
5436,M,50001-75000,M,2,1,Partial College,Professional,1,1,0
5589,M,0-25000,M,0,0,Bachelors ,Clerical,1,0,1
5822,M,25001-50000,M,2,0,High School,Skilled Manual,0,2,0
5872,M,25001-50000,M,0,0,Partial College,Skilled Manual,1,1,0
4951,M,75001-100000,F,5,5,Graduate Degree,Management,0,3,0
5092,M,50001-75000,M,2,1,Partial High School,Skilled Manual,1,3,1
5181,M,25001-50000,M,5,0,Partial High School,Clerical,0,2,0
5383,M,25001-50000,M,1,0,Partial College,Clerical,1,1,0
5385,M,75001-100000,M,5,0,Bachelors ,Management,1,2,1
5390,M,0-25000,F,1,1,High School,Manual,1,0,1
5392,M,50001-75000,M,5,0,Graduate Degree,Management,1,2,1
5660,M,75001-100000,M,0,0,Partial College,Professional,1,1,0
5683,M,75001-100000,M,4,4,Bachelors ,Skilled Manual,1,0,0
5685,M,50001-75000,M,2,0,Partial High School,Skilled Manual,1,2,0
5692,M,greater than 100000,M,0,5,High School,Management,0,4,1
5694,M,50001-75000,M,4,2,Bachelors ,Skilled Manual,1,2,1
5417,M,25001-50000,M,1,0,Partial College,Clerical,1,1,1
5726,M,50001-75000,M,4,0,Graduate Degree,Skilled Manual,1,0,0
5751,M,25001-50000,F,0,0,Bachelors ,Professional,0,0,1
5758,M,0-25000,F,0,0,Partial High School,Manual,1,2,0
5783,M,0-25000,F,3,2,Partial High School,Manual,1,2,0
5794,M,75001-100000,M,2,3,Bachelors ,Management,0,4,1
5817,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,0
5828,M,greater than 100000,M,1,0,Graduate Degree,Management,1,2,1
5851,M,75001-100000,F,0,0,Bachelors ,Professional,1,4,0
5424,M,0-25000,M,0,0,Partial College,Manual,0,1,0
5883,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,1,0
5892,M,75001-100000,F,1,0,Graduate Degree,Management,1,0,1
5091,M,75001-100000,M,4,1,High School,Management,1,3,1
5159,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,1
5234,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,1
5384,M,greater than 100000,M,2,3,Bachelors ,Management,1,4,1
5391,M,50001-75000,M,5,5,Bachelors ,Professional,1,4,0
5652,M,25001-50000,M,1,0,Partial College,Clerical,1,1,1
5677,M,50001-75000,M,2,1,Partial College,Professional,0,2,0
5684,M,25001-50000,M,1,0,High School,Clerical,1,1,1
5691,M,25001-50000,M,3,0,Partial College,Professional,0,2,1
5727,M,50001-75000,M,2,1,Partial High School,Skilled Manual,1,3,1
5766,M,0-25000,F,1,0,Bachelors ,Clerical,1,0,1
5784,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,1
5795,M,75001-100000,F,0,0,Graduate Degree,Skilled Manual,1,0,1
5809,M,greater than 100000,M,2,2,Graduate Degree,Management,1,2,0
5827,M,75001-100000,F,0,0,Graduate Degree,Management,1,0,1
5834,M,50001-75000,M,3,0,Graduate Degree,Management,0,2,0
5845,M,50001-75000,M,2,0,Partial High School,Skilled Manual,0,2,0
5852,M,75001-100000,M,3,4,Partial College,Management,1,4,0
5409,M,50001-75000,M,4,1,Bachelors ,Management,1,1,0
5870,M,75001-100000,M,3,4,Bachelors ,Management,1,3,1
5884,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,0
5895,M,25001-50000,F,4,0,Graduate Degree,Clerical,1,0,1
5163,M,25001-50000,M,0,0,High School,Professional,1,2,0
5161,M,greater than 100000,M,4,5,High School,Management,1,4,0
5663,M,25001-50000,M,0,0,Bachelors ,Professional,0,1,0
5665,M,50001-75000,M,2,1,Partial College,Professional,1,2,0
5680,M,50001-75000,M,2,1,High School,Professional,1,2,0
5682,M,25001-50000,M,3,0,Bachelors ,Clerical,1,0,1
5695,M,75001-100000,M,0,0,Bachelors ,Management,0,1,1
5697,M,0-25000,F,1,1,High School,Manual,1,1,0
5712,M,25001-50000,M,1,0,Partial College,Clerical,1,1,0
5714,M,0-25000,M,2,0,High School,Manual,0,2,0
5729,M,25001-50000,F,0,0,Bachelors ,Clerical,1,0,1
5731,M,75001-100000,F,4,1,Partial High School,Skilled Manual,1,4,0
5748,M,greater than 100000,F,1,3,Bachelors ,Management,1,3,0
5780,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,0
5782,M,25001-50000,M,2,0,High School,Skilled Manual,1,2,0
5797,M,50001-75000,F,2,0,Graduate Degree,Professional,1,0,1
5799,M,25001-50000,F,2,2,Partial College,Clerical,0,1,0
5812,M,25001-50000,M,1,1,Bachelors ,Skilled Manual,1,0,1
5814,M,25001-50000,F,1,0,Bachelors ,Clerical,0,0,1
5831,M,50001-75000,F,2,2,Bachelors ,Professional,1,1,1
5846,M,50001-75000,M,5,5,Bachelors ,Skilled Manual,1,3,0
5848,M,50001-75000,M,0,0,Graduate Degree,Professional,1,0,0
5395,M,50001-75000,M,3,3,Bachelors ,Professional,1,2,0
5865,M,50001-75000,M,2,1,Partial College,Professional,1,1,0
5899,M,75001-100000,M,3,0,Partial College,Professional,0,1,0
5914,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,1
5169,M,greater than 100000,M,0,1,Graduate Degree,Management,1,4,0
5237,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,1
5238,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,1
5638,M,greater than 100000,M,2,5,Bachelors ,Management,0,2,1
5673,M,greater than 100000,M,1,2,Partial College,Professional,1,4,1
5688,M,25001-50000,M,2,0,High School,Skilled Manual,0,2,1
5252,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,0
5723,M,25001-50000,M,1,0,Partial College,Clerical,1,1,1
5724,M,greater than 100000,M,0,1,Bachelors ,Management,1,2,1
5755,M,25001-50000,M,2,0,Graduate Degree,Management,1,2,1
5756,M,75001-100000,F,5,1,High School,Management,1,4,0
5770,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,0
5773,M,25001-50000,M,0,0,Partial College,Skilled Manual,0,1,0
5774,M,50001-75000,M,4,2,Partial College,Professional,1,1,0
5806,M,50001-75000,M,5,0,Bachelors ,Management,1,2,0
5823,M,50001-75000,M,3,0,Graduate Degree,Professional,1,0,1
5824,M,25001-50000,M,3,0,Partial College,Professional,1,2,0
5838,M,0-25000,M,1,0,Bachelors ,Manual,1,0,0
5255,M,25001-50000,M,2,0,Partial College,Clerical,1,1,0
5873,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,1
5874,M,0-25000,F,0,0,Graduate Degree,Manual,1,0,1
5888,M,50001-75000,M,3,0,Graduate Degree,Professional,0,0,1
5735,M,0-25000,M,2,1,Partial High School,Clerical,1,2,1
5742,M,50001-75000,M,2,0,High School,Professional,1,2,0
5767,M,25001-50000,M,1,0,Partial College,Clerical,1,1,1
5776,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,1
5778,M,25001-50000,F,2,2,Partial College,Clerical,1,2,0
5801,M,50001-75000,M,1,0,Graduate Degree,Skilled Manual,1,0,0
5803,M,greater than 100000,M,3,4,Partial College,Professional,1,4,0
5808,M,75001-100000,F,5,4,Partial College,Professional,1,3,0
5810,M,75001-100000,M,4,2,Partial College,Professional,1,1,1
5833,M,greater than 100000,M,4,3,Partial College,Professional,1,3,1
5844,M,50001-75000,M,2,1,High School,Professional,0,2,1
5867,M,25001-50000,M,0,0,Bachelors ,Clerical,1,0,1
5869,M,75001-100000,F,2,3,Graduate Degree,Management,1,4,0
